DATE,TYPE,FROMPORTFOLIO,TOPORTFOLIO,OUTAMOUNT,OUTCURRENCY,FEEAMOUNT,FEECURRENCY,TOADDRESS,OUTTXID,OUTTXURL,INAMOUNT,INCURRENCY,INTXID,INTXURL,ORDERID,PERSONALNOTE
Tue Oct 20 2020 09:43:04 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.022,BTC,e32b7e08f4df87b3876c0586454d9f621b8b8eda057cbb6c702a425937381a8b,https://mempool.space/tx/e32b7e08f4df87b3876c0586454d9f621b8b8eda057cbb6c702a425937381a8b,,
Tue Oct 20 2020 09:50:28 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.24785835,ETH,0x3195c8c881cadd51274d5b0dc623e63d77bb64f8ef60463c577174af5fc35a63,https://etherscan.io/tx/0x3195c8c881cadd51274d5b0dc623e63d77bb64f8ef60463c577174af5fc35a63,,
Tue Oct 20 2020 10:07:05 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.02,BTC,f7c5ed39ef757232162069cf8a0d265d3294127fa007234995c5732a438ef8f0,https://mempool.space/tx/f7c5ed39ef757232162069cf8a0d265d3294127fa007234995c5732a438ef8f0,,
Tue Oct 20 2020 10:11:05 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,6.67048949,LINK,0x7172ff39fa6665e4a0c7c752b6762d5a37567e0433e87719c0949159497dc860,https://etherscan.io/tx/0x7172ff39fa6665e4a0c7c752b6762d5a37567e0433e87719c0949159497dc860,,
Tue Oct 20 2020 10:11:48 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,32.956798,XTZ,oo8dwmpTvUqJc2rWoLcfKdDqrQrP9Hxt93rsTPxsuac4bjuAmvU,https://tzstats.com/operation/oo8dwmpTvUqJc2rWoLcfKdDqrQrP9Hxt93rsTPxsuac4bjuAmvU,,
Tue Oct 20 2020 10:13:48 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,0,XTZ,-0.00142,XTZ,tz1aRoaRhSpRYvFdyvgWLL6TGyRoGF51wDjM,opSHK8w3WPK9M4aNZ3QtZtLx69AJMg45UbZ1kD9Q7PwAvmVxVar,https://tzstats.com/operation/opSHK8w3WPK9M4aNZ3QtZtLx69AJMg45UbZ1kD9Q7PwAvmVxVar,,,,,,
Tue Oct 20 2020 10:41:06 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.00846759,BTC,3b4b2ceb98da33b3b2cc902c4f41056fc20bb3e1cc86c1d03fab6e785ff568fc,https://mempool.space/tx/3b4b2ceb98da33b3b2cc902c4f41056fc20bb3e1cc86c1d03fab6e785ff568fc,,
Tue Oct 20 2020 10:41:20 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,15.1,DAI,0x2be5cdb9afb0abb3257e025511542e44e2d925c457cf0ca5b84a3af705e7771c,https://etherscan.io/tx/0x2be5cdb9afb0abb3257e025511542e44e2d925c457cf0ca5b84a3af705e7771c,,
Tue Oct 20 2020 10:41:54 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,728.71954486,CDAI,0xaee5bfa1974f441904ccf9ba0041a0286aed734b06136cb49a2c77c96ab04934,https://etherscan.io/tx/0xaee5bfa1974f441904ccf9ba0041a0286aed734b06136cb49a2c77c96ab04934,,
Tue Oct 20 2020 10:41:54 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-15.1,DAI,-0.031229495,ETH,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0xaee5bfa1974f441904ccf9ba0041a0286aed734b06136cb49a2c77c96ab04934,https://etherscan.io/tx/0xaee5bfa1974f441904ccf9ba0041a0286aed734b06136cb49a2c77c96ab04934,,,,,,
Tue Oct 20 2020 10:50:15 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,11.36129,DAI,0x048007abc3be0c3f6d4241538ce173d10946b5c2e80eacbfb8f94cb36634cafa,https://etherscan.io/tx/0x048007abc3be0c3f6d4241538ce173d10946b5c2e80eacbfb8f94cb36634cafa,,
Tue Oct 20 2020 10:51:37 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,548.29074451,CDAI,0x8e49cc0cef48c45cf160ef1e7e482ff22e05670d657cd6d223562db091b4acd9,https://etherscan.io/tx/0x8e49cc0cef48c45cf160ef1e7e482ff22e05670d657cd6d223562db091b4acd9,,
Tue Oct 20 2020 10:51:37 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-11.36129,DAI,-0.0359697975,ETH,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0x8e49cc0cef48c45cf160ef1e7e482ff22e05670d657cd6d223562db091b4acd9,https://etherscan.io/tx/0x8e49cc0cef48c45cf160ef1e7e482ff22e05670d657cd6d223562db091b4acd9,,,,,,
Tue Oct 20 2020 11:58:48 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,7.160001,XTZ,oo7RaeAkgBDYaupaKHdk4LuZ94Ymg4YVBtfhbVQcsQbm7kyLPpK,https://tzstats.com/operation/oo7RaeAkgBDYaupaKHdk4LuZ94Ymg4YVBtfhbVQcsQbm7kyLPpK,,
Tue Oct 20 2020 12:06:05 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,3.94613714,LINK,0xc33198a1709569f1621bcc946b60f24ba680beae80bff63906734f7998c6b84e,https://etherscan.io/tx/0xc33198a1709569f1621bcc946b60f24ba680beae80bff63906734f7998c6b84e,,
Tue Oct 20 2020 12:08:38 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,14.905768,UNI,0x9151f013ed47be1cc6fb3619ab151bb66493a2c0aa4e097d55eaa8c355e9c6d2,https://etherscan.io/tx/0x9151f013ed47be1cc6fb3619ab151bb66493a2c0aa4e097d55eaa8c355e9c6d2,,
Tue Oct 20 2020 12:40:08 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.0687,MKR,0x30c41a0afbe9594af3cdfe3d63624d54487cbd0c5af8b340c59740ded9bd3309,https://etherscan.io/tx/0x30c41a0afbe9594af3cdfe3d63624d54487cbd0c5af8b340c59740ded9bd3309,,
Tue Oct 20 2020 12:43:05 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,70.80712482,KNCL,0x494f481cf0dba7c055adda7e919c88df37fcde4d2e29516b5158579941d5cb4c,https://etherscan.io/tx/0x494f481cf0dba7c055adda7e919c88df37fcde4d2e29516b5158579941d5cb4c,,
Tue Oct 20 2020 12:46:25 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.71620485,LTC,f1e4111f9ae857737354896e6a65864a64a65098dc25087183b2765fc6dec880,https://live.blockcypher.com/ltc/tx/f1e4111f9ae857737354896e6a65864a64a65098dc25087183b2765fc6dec880,,
Tue Oct 20 2020 12:49:34 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.06884501,ETH,0xdb4515de2c72f7b95da2bb585f6c19faddc213d767ae37602256cd5b38a87eb2,https://etherscan.io/tx/0xdb4515de2c72f7b95da2bb585f6c19faddc213d767ae37602256cd5b38a87eb2,,
Tue Oct 20 2020 12:54:19 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.202,NMR,0x07fe2b2fbbcd420ddd19777e8d0a791998891855a89bb917f1360a20a5ee6105,https://etherscan.io/tx/0x07fe2b2fbbcd420ddd19777e8d0a791998891855a89bb917f1360a20a5ee6105,,
Tue Oct 20 2020 12:58:47 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,126.7228,XLM,030b2ad98e899f97a29e7078bc3afe1954a2fdbbbf6a5a3b25ec597d83b149e2,https://stellar.expert/explorer/public/tx/030b2ad98e899f97a29e7078bc3afe1954a2fdbbbf6a5a3b25ec597d83b149e2,,
Tue Oct 20 2020 13:04:26 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.00950931,MKR,0xd199e741d14c00e5b32d081a187e6a4a7577a3aa97c693648b3050cdff9616af,https://etherscan.io/tx/0xd199e741d14c00e5b32d081a187e6a4a7577a3aa97c693648b3050cdff9616af,,
Tue Oct 20 2020 13:10:37 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,26.36278425,ZRX,0xd1eac3b1a2eceedb504e9feb8d415f576c60576a4dd10a5004e9d7ec54fe659d,https://etherscan.io/tx/0xd1eac3b1a2eceedb504e9feb8d415f576c60576a4dd10a5004e9d7ec54fe659d,,
Tue Oct 20 2020 13:26:11 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,3.209609,ATOM,242FF1A93EE1B44624ED226466D6EA8DC7CD100B0B6335636ECB6506A867CB07,https://www.mintscan.io/cosmos/txs/242FF1A93EE1B44624ED226466D6EA8DC7CD100B0B6335636ECB6506A867CB07,,
Tue Oct 20 2020 13:29:24 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,0,ATOM,-0.003102,ATOM,,E6FEB24E70FC0621C7790DE4339C45E97EEEB364CA3AA86974B4069534D0C874,https://www.mintscan.io/cosmos/txs/E6FEB24E70FC0621C7790DE4339C45E97EEEB364CA3AA86974B4069534D0C874,,,,,,
Tue Oct 20 2020 16:00:22 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,94.27772,XRP,BD0F030021088DF431FC321A2DA3FE3AE7EE9E7AC5AC34EBF246F492BB05D78F,https://xrpscan.com/tx/BD0F030021088DF431FC321A2DA3FE3AE7EE9E7AC5AC34EBF246F492BB05D78F,,
Tue Oct 20 2020 16:56:41 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,185.416201,XRP,0E6FD2B9876A4597DC2D538D014DF276064A68D13BE311E61CF9DA0FD24C3826,https://xrpscan.com/tx/0E6FD2B9876A4597DC2D538D014DF276064A68D13BE311E61CF9DA0FD24C3826,,
Thu Oct 22 2020 13:58:51 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-180,XRP,-0.0003,XRP,rnuPTVikw8HKK4hBGCtnq2J2433VYaZPZQ,A864479EAD657CAC95CEB38345C6A407D19ABBE72F5857604228B5A369F71E46,https://xrpscan.com/tx/A864479EAD657CAC95CEB38345C6A407D19ABBE72F5857604228B5A369F71E46,,,,,,
Thu Oct 22 2020 14:05:43 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-0.01,BTC,-0.0003402,BTC,3QbQdTkqUD1sVTgqwBvUgDYLURFZg7zZX4,a6fed81a5d54e29d86845f81435a26feba73269a890a3867da5cc8cbe96bdaa3,https://mempool.space/tx/a6fed81a5d54e29d86845f81435a26feba73269a890a3867da5cc8cbe96bdaa3,,,,,,
Fri Oct 23 2020 09:57:25 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,2.920265,ATOM,8846E64D1595361091601CBBDF6885873AFC1AF532F994843192757BFE30F84D,https://www.mintscan.io/cosmos/txs/8846E64D1595361091601CBBDF6885873AFC1AF532F994843192757BFE30F84D,,
Fri Oct 23 2020 10:01:10 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.647,NMR,0x80109465d07ec6569b7028386d04c712bdb8151798df739594ee12daa1e2212e,https://etherscan.io/tx/0x80109465d07ec6569b7028386d04c712bdb8151798df739594ee12daa1e2212e,,
Fri Oct 23 2020 10:05:49 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,31.31812373,ZRX,0x4525e8da479696a0c640b0f22dfbfec0bb199457d4f97cf48e89d31ca3c09bcf,https://etherscan.io/tx/0x4525e8da479696a0c640b0f22dfbfec0bb199457d4f97cf48e89d31ca3c09bcf,,
Thu Oct 29 2020 10:59:11 GMT-0700 (Pacific Daylight Time),deposit,exodus_0,,,,,,,,,0.0065,ATOM,7EFF4703B79D697C678329C9FD06240A5EBE438B30BC07733F39956FB26E451B,https://www.mintscan.io/cosmos/txs/7EFF4703B79D697C678329C9FD06240A5EBE438B30BC07733F39956FB26E451B,,
Fri Oct 30 2020 08:35:40 GMT-0700 (Pacific Daylight Time),withdrawal,exodus_0,,-79.693321,XRP,-0.0003,XRP,rw2ciyaNshpHe7bCHo4bRWq6pqqynnWKQg,9B166CED8413782575510A0C1C6934B212171F94E05A693048B6CFEDF57E32DA,https://xrpscan.com/tx/9B166CED8413782575510A0C1C6934B212171F94E05A693048B6CFEDF57E32DA,,,,,,
Fri Oct 30 2020 08:58:35 GMT-0700 (Pacific Daylight Time),deposit,,exodus_0,,,,,,,,0.029,COMP,0x14e8f2c1336a991e7872d493a9c2e2fe2736b141059eeba2bb51f9513c296d81,https://etherscan.io/tx/0x14e8f2c1336a991e7872d493a9c2e2fe2736b141059eeba2bb51f9513c296d81,,
Sun Nov 01 2020 15:37:47 GMT-0800 (Pacific Standard Time),withdrawal,exodus_0,,-0.849,NMR,-0.0012125625,ETH,0x55a360afef20efc3ebfe4e19c6bdd4b086d615dc,0xd447dde2c3a60b3a4d37009312eeb3b3e40c85bbb88847a0da6e234c7e641e5c,https://etherscan.io/tx/0xd447dde2c3a60b3a4d37009312eeb3b3e40c85bbb88847a0da6e234c7e641e5c,,,,,,
Sun Nov 01 2020 16:01:04 GMT-0800 (Pacific Standard Time),withdrawal,exodus_0,,-0.71562885,LTC,-0.000576,LTC,MFEzsuXskNsutMSEYAumo9NAaVePztjZjt,776aced46d2ca92cb5cfa90838e5aece86c864d76a1e0113483d3a0f9fe2fe77,https://live.blockcypher.com/ltc/tx/776aced46d2ca92cb5cfa90838e5aece86c864d76a1e0113483d3a0f9fe2fe77,,,,,,
Mon Nov 02 2020 10:28:58 GMT-0800 (Pacific Standard Time),withdrawal,exodus_0,,-14.905768,UNI,-0.002177197573842438,ETH,0x037c748624d9886a8a989e371917ca6828be9c16,0x86b3a11555980b54addb5954704dd70a53ec4a800e8727f1c9bb2e3daefc246c,https://etherscan.io/tx/0x86b3a11555980b54addb5954704dd70a53ec4a800e8727f1c9bb2e3daefc246c,,,,,,
Wed Nov 04 2020 11:38:44 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.0066954,BTC,0c401eb9543615740f85feb0af0ef5bf89b3aa71354549e5213eb1dd0ef64dcd,https://mempool.space/tx/0c401eb9543615740f85feb0af0ef5bf89b3aa71354549e5213eb1dd0ef64dcd,,
Fri Nov 27 2020 10:07:14 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.019185,XTZ,oou1JCyjLWH7eaFZTcwAcgsL4QfbZbYmPzuUwF4vJtYrQTNTEr6,https://tzstats.com/operation/oou1JCyjLWH7eaFZTcwAcgsL4QfbZbYmPzuUwF4vJtYrQTNTEr6,,
Mon Nov 30 2020 03:45:32 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017484,XTZ,oo41woS81yN2oqboDaY3Kn6iuPruriygiyR14aTqGeNq3sMgwz5,https://tzstats.com/operation/oo41woS81yN2oqboDaY3Kn6iuPruriygiyR14aTqGeNq3sMgwz5,,
Wed Dec 02 2020 17:08:46 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017122,XTZ,ontobZGVkH3pKEbYZmCVvfnQfoFwFxZks26AosHrR1EtMbnRV9j,https://tzstats.com/operation/ontobZGVkH3pKEbYZmCVvfnQfoFwFxZks26AosHrR1EtMbnRV9j,,
Sun Dec 06 2020 07:39:22 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017015,XTZ,onegvkPJqydSvbn43e1UJTU2REXvFe5pSuW5FShN44XDNpWufPC,https://tzstats.com/operation/onegvkPJqydSvbn43e1UJTU2REXvFe5pSuW5FShN44XDNpWufPC,,
Tue Dec 08 2020 11:51:28 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.014632,XTZ,opHDsPV4Ss2hFegHkkWXmW3YFdPqfDWjNyFvbFdcfeCM3KwzQCf,https://tzstats.com/operation/opHDsPV4Ss2hFegHkkWXmW3YFdPqfDWjNyFvbFdcfeCM3KwzQCf,,
Fri Dec 11 2020 07:50:35 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.020258,XTZ,ooqTkJStN15rp7BzbY1jsLU22taHdZ9Mn4CCJ47hTg1aZ43GPTa,https://tzstats.com/operation/ooqTkJStN15rp7BzbY1jsLU22taHdZ9Mn4CCJ47hTg1aZ43GPTa,,
Mon Dec 14 2020 05:21:19 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.016667,XTZ,ooxC1YXusJtFPWCcAaaxpJRvPctMMshDFMrJZM6LVFS7oEezaMY,https://tzstats.com/operation/ooxC1YXusJtFPWCcAaaxpJRvPctMMshDFMrJZM6LVFS7oEezaMY,,
Thu Dec 17 2020 05:49:00 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.01725,XTZ,onzhbN64GwuizCWosKVbHTRyMsoWeEQthYvGqKvPQAjssFwuZ1Z,https://tzstats.com/operation/onzhbN64GwuizCWosKVbHTRyMsoWeEQthYvGqKvPQAjssFwuZ1Z,,
Sun Dec 20 2020 05:04:09 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.019395,XTZ,ongKAnHsRnKagzASZB6BRbrUEahvhGaQvhireMfFfRka3meeMv3,https://tzstats.com/operation/ongKAnHsRnKagzASZB6BRbrUEahvhGaQvhireMfFfRka3meeMv3,,
Wed Dec 23 2020 05:21:57 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.018379,XTZ,oo3De3X2VWhZDMekRTHGVKQGmj5vmRBsQ1cNL1xxL7ECkk7twQB,https://tzstats.com/operation/oo3De3X2VWhZDMekRTHGVKQGmj5vmRBsQ1cNL1xxL7ECkk7twQB,,
Fri Dec 25 2020 15:29:48 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.019756,XTZ,onqx29MNCVMoaCe3ySnKW1omjbPDDrGYQiwShs6goh4t4UDTyTg,https://tzstats.com/operation/onqx29MNCVMoaCe3ySnKW1omjbPDDrGYQiwShs6goh4t4UDTyTg,,
Mon Dec 28 2020 12:24:44 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017539,XTZ,oonjo6RVc4mteEJ5g1Pns1q3Bputc4cRbZxBVgjGy15HTF2z5uH,https://tzstats.com/operation/oonjo6RVc4mteEJ5g1Pns1q3Bputc4cRbZxBVgjGy15HTF2z5uH,,
Fri Jan 01 2021 08:50:10 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.018438,XTZ,op3wmbhW2JA5zs99p7UN9Km3NTHCUkKiXvPaNuJiWtg6FBr5KwJ,https://tzstats.com/operation/op3wmbhW2JA5zs99p7UN9Km3NTHCUkKiXvPaNuJiWtg6FBr5KwJ,,
Sun Jan 03 2021 09:15:55 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.016927,XTZ,onmAqKd8EfnY7VB2RhMTbwnDsC6x7itnVKzkap1kk6hvDMTwmAr,https://tzstats.com/operation/onmAqKd8EfnY7VB2RhMTbwnDsC6x7itnVKzkap1kk6hvDMTwmAr,,
Wed Jan 06 2021 10:12:49 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017358,XTZ,oo9CMjMjhUAxznPNwhRVFdimRVMVMGhBekFHHpcod9PriKqVN8j,https://tzstats.com/operation/oo9CMjMjhUAxznPNwhRVFdimRVMVMGhBekFHHpcod9PriKqVN8j,,
Sat Jan 09 2021 08:41:43 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.015163,XTZ,ooJ16YgZEKFrrAtMJXJmFGNLrK3najPgxxHnELZXJxF1DCvZizy,https://tzstats.com/operation/ooJ16YgZEKFrrAtMJXJmFGNLrK3najPgxxHnELZXJxF1DCvZizy,,
Mon Jan 11 2021 13:08:38 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.01396693,BTC,483d1e59f708b54cf183c04e0245dfc85f537c2d4a0e009b9acc2b30960f2e47,https://mempool.space/tx/483d1e59f708b54cf183c04e0245dfc85f537c2d4a0e009b9acc2b30960f2e47,,
Tue Jan 12 2021 08:47:21 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017208,XTZ,oo8bRVLAmuqMWcusnW6LnJmSx1Z6bw6C233SDuiBD65LV7BWKZZ,https://tzstats.com/operation/oo8bRVLAmuqMWcusnW6LnJmSx1Z6bw6C233SDuiBD65LV7BWKZZ,,
Fri Jan 15 2021 10:31:31 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017341,XTZ,ooyVHQXuTtyTmr7X61qtQBEGpnKVTu4RfJpkpkepG5XYdTWnmbw,https://tzstats.com/operation/ooyVHQXuTtyTmr7X61qtQBEGpnKVTu4RfJpkpkepG5XYdTWnmbw,,
Mon Jan 18 2021 19:10:58 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.016972,XTZ,op6vXqSTPnnv6cYQXQLpAdgLG9gLQ4xYGQJrYpVGnQb3D65f7Bx,https://tzstats.com/operation/op6vXqSTPnnv6cYQXQLpAdgLG9gLQ4xYGQJrYpVGnQb3D65f7Bx,,
Thu Jan 21 2021 09:05:20 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.5559999,ETH,0x15d4ebffff820880a04012406ae97f2257f84f8705fa3b327d3a3b2506454dc7,https://etherscan.io/tx/0x15d4ebffff820880a04012406ae97f2257f84f8705fa3b327d3a3b2506454dc7,,
Thu Jan 21 2021 09:05:23 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.015809,XTZ,op9DLztpYmHNLKdyQmHYGM9WcqyYhoSnzcpSydpVKmQQXME3sdn,https://tzstats.com/operation/op9DLztpYmHNLKdyQmHYGM9WcqyYhoSnzcpSydpVKmQQXME3sdn,,
Thu Jan 21 2021 10:04:11 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.00579316,BTC,e8d651fc667a95a73370df71439ba3f84493cc00a3d08b07390d49a365fca16f,https://mempool.space/tx/e8d651fc667a95a73370df71439ba3f84493cc00a3d08b07390d49a365fca16f,,
Thu Jan 21 2021 15:35:32 GMT-0800 (Pacific Standard Time),withdrawal,exodus_0,,-0.01,BTC,-0.00025452,BTC,3JuvsEzyfo8fDCx1nvu2WKwTBWbocBqpEW,d4d955cf9d249a98fb6652cc06ec3a61560c8dd908cd29472dfab09925e9f290,https://mempool.space/tx/d4d955cf9d249a98fb6652cc06ec3a61560c8dd908cd29472dfab09925e9f290,,,,,,
Sun Jan 24 2021 11:36:13 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.018634,XTZ,ooRSGyfpXD73jkp89JvBD1LbmdtTYo1BwbK9jdt22hNvCUSVCyb,https://tzstats.com/operation/ooRSGyfpXD73jkp89JvBD1LbmdtTYo1BwbK9jdt22hNvCUSVCyb,,
Wed Jan 27 2021 07:19:40 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.016822,XTZ,opJxd9ajqkvVqDhEmoMMJyLnmVvHaWEneZca9d55tkDgxaygnut,https://tzstats.com/operation/opJxd9ajqkvVqDhEmoMMJyLnmVvHaWEneZca9d55tkDgxaygnut,,
Sat Jan 30 2021 01:16:09 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.018468,XTZ,ooLjgs3yoJXF7RmFzaS7N5E4r2zxbquvjYm2Un1Xnoh7vDXUAMA,https://tzstats.com/operation/ooLjgs3yoJXF7RmFzaS7N5E4r2zxbquvjYm2Un1Xnoh7vDXUAMA,,
Tue Feb 02 2021 00:37:16 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017772,XTZ,opX2Vpd5nWUCxn3kohoFBTnFXjyc1aDqFAkW4HoE8HnXX8sub6q,https://tzstats.com/operation/opX2Vpd5nWUCxn3kohoFBTnFXjyc1aDqFAkW4HoE8HnXX8sub6q,,
Fri Feb 05 2021 04:54:27 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017073,XTZ,oo3BvWEagbDqRt4SVZLgVWwmmt9XMnPtHJ4mgyKNBFAPcFiR2GE,https://tzstats.com/operation/oo3BvWEagbDqRt4SVZLgVWwmmt9XMnPtHJ4mgyKNBFAPcFiR2GE,,
Mon Feb 08 2021 03:43:59 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.015601,XTZ,oowfdc3R381GND9NtUS7cqhxU3kbix74woN97ojhnwDumm38iQo,https://tzstats.com/operation/oowfdc3R381GND9NtUS7cqhxU3kbix74woN97ojhnwDumm38iQo,,
Thu Feb 11 2021 02:04:46 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.016563,XTZ,onhtCiMFvqJMq3cDtoxzgAWgxoVWTzA1hELhjCwjkjKwYoCXfhZ,https://tzstats.com/operation/onhtCiMFvqJMq3cDtoxzgAWgxoVWTzA1hELhjCwjkjKwYoCXfhZ,,
Thu Feb 11 2021 15:18:52 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,1407.06990113,DOGE,26bb13541a29e09ac06e41b18a31ada04caa37bfbb49995c11a2fc071ccfc4ba,https://blockchair.com/dogecoin/transaction/26bb13541a29e09ac06e41b18a31ada04caa37bfbb49995c11a2fc071ccfc4ba,,
Sat Feb 13 2021 23:44:05 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.017996,XTZ,op2jAQigqbRceGjygxptSCcVazT14RLSxr3hv9HqVnDKtHqPVU5,https://tzstats.com/operation/op2jAQigqbRceGjygxptSCcVazT14RLSxr3hv9HqVnDKtHqPVU5,,
Wed Feb 17 2021 03:51:34 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.020348,XTZ,op28xdbqRj8nENoUp6fZpz1FYTNRefwLi1iYEkpGJi8PXLMLsqu,https://tzstats.com/operation/op28xdbqRj8nENoUp6fZpz1FYTNRefwLi1iYEkpGJi8PXLMLsqu,,
Sat Feb 20 2021 03:11:41 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.019876,XTZ,opMrZvPjkjAstKdExqwQWaZfvjN6xqEhtHKVKG63cvHZ2rXxN8N,https://tzstats.com/operation/opMrZvPjkjAstKdExqwQWaZfvjN6xqEhtHKVKG63cvHZ2rXxN8N,,
Mon Feb 22 2021 06:07:58 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.018243,XTZ,ooXpVk8zCamMbYKxU8vqLoQj6W6baD4vqJDqQtoXvY3UxLpqqZE,https://tzstats.com/operation/ooXpVk8zCamMbYKxU8vqLoQj6W6baD4vqJDqQtoXvY3UxLpqqZE,,
Mon Feb 22 2021 11:42:35 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,3.303775,UNI,0xef4f0d274ffe747dba7154549bc6a54ffc7c055d9a16539386d6151e98a6c83c,https://etherscan.io/tx/0xef4f0d274ffe747dba7154549bc6a54ffc7c055d9a16539386d6151e98a6c83c,,
Thu Feb 25 2021 06:46:03 GMT-0800 (Pacific Standard Time),deposit,,exodus_0,,,,,,,,0.018622,XTZ,opAwjt6LRbw8f1d4Q1mB55B2nt5EGtpHNRX9w7yV5EpoPVpTVFc,https://tzstats.com/operation/opAwjt6LRbw8f1d4Q1mB55B2nt5EGtpHNRX9w7yV5EpoPVpTVFc,,
